region_en,region_ru,settlement_type,settlement_en,settlement_ru,lat,lon,deaths,district_ru
Altai Krai,Алтайский край,Settlement,Druzhba,поселок Дружба,52.223,82.625,1,Шипуновский р-н
Altai Krai,Алтайский край,Settlement,Zavety Ilicha,поселок Заветы Ильича,52.509,82.691,1,
Altai Krai,Алтайский край,Settlement,Zavodskoy,поселок Заводской,53.301,81.641,1,
Altai Krai,Алтайский край,Settlement,Zarechnyy,поселок Заречный,52.452,85.264,1,Советский р-н
Altai Krai,Алтайский край,Settlement,Zarya,поселок Заря,52.597,85.175,3,Бийский р-н
Altai Krai,Алтайский край,Settlement,Zelenaya Dubrava,поселок Зеленая Дубрава,51.459,81.186,1,Рубцовский р-н
Altai Krai,Алтайский край,Settlement,Zerno,поселок Зерно,51.363,81.105,1,
Altai Krai,Алтайский край,Settlement,Zolotushka,поселок Золотушка,51.553,83.069,1,
Altai Krai,Алтайский край,Settlement,Ilicha,поселок Ильича,53.551,84.015,2,
Altai Krai,Алтайский край,Settlement,Kamenka,поселок Каменка,51.324,82.378,1,Курьинский р-н
Altai Krai,Алтайский край,Settlement,Karpovskiy,поселок Карповский,53.203,81.601,1,
Altai Krai,Алтайский край,Settlement,Katun,поселок Катунь,51.915,85.852,2,
Altai Krai,Алтайский край,Settlement,Kirovskiy,поселок Кировский,51.012,81.503,1,Локтевский р-н
Altai Krai,Алтайский край,Settlement,Kirovskiy,поселок Кировский,52.548,83.165,2,Топчихинский р-н
Altai Krai,Алтайский край,Settlement,Kirovskiy,поселок Кировский,52.292,85.023,1,Смоленский р-н
Altai Krai,Алтайский край,Settlement,Klyuchi,поселок Ключи,52.618,83.391,1,
Altai Krai,Алтайский край,Settlement,Komintern,поселок Коминтерн,52.176,80.214,1,
Altai Krai,Алтайский край,Settlement,Komsomolskiy,поселок Комсомольский,52.971,81.62,1,Мамонтовский р-н
Altai Krai,Алтайский край,Settlement,Komsomolskiy,поселок Комсомольский,53.266,83.386,6,Павловский р-н
Altai Krai,Алтайский край,Settlement,Kondratevskiy,поселок Кондратьевский,52.712,82.862,1,
Altai Krai,Алтайский край,Settlement,Korolevskiy,поселок Королевский,53.177,81.456,1,
Altai Krai,Алтайский край,Settlement,Krasnaya Dubrava,поселок Красная Дубрава,53.281,82.823,1,
Altai Krai,Алтайский край,Settlement,Krasnodubrovskiy,поселок Краснодубровский,52.917,80.785,2,Завьяловский р-н
Altai Krai,Алтайский край,Settlement,Kuybyshevo,поселок Куйбышево,51.581,81.133,2,
Altai Krai,Алтайский край,Settlement,Kulundinskiy,поселок Кулундинский,53.227,81.176,1,
Altai Krai,Алтайский край,Settlement,Kurgan,поселок Курган,53.1,80.29,1,
Altai Krai,Алтайский край,Settlement,Kyzyltu,поселок Кызылту,53.992,80.421,1,
Altai Krai,Алтайский край,Settlement,Lebedikha,поселок Лебедиха,53.618,80.105,1,
Altai Krai,Алтайский край,Settlement,Lenskiy,поселок Ленский,54.005,80.138,1,
Altai Krai,Алтайский край,Settlement,Lesnoy,поселок Лесной,53.244,83.974,1,Первомайский р-н
Altai Krai,Алтайский край,Settlement,Linevskiy,поселок Линевский,52.366,84.974,2,
Altai Krai,Алтайский край,Settlement,Logovskoy,поселок Логовской,52.857,83.364,1,
Altai Krai,Алтайский край,Settlement,Mayskiy,поселок Майский,52.767,81.353,3,Романовский р-н
Altai Krai,Алтайский край,Settlement,Malinovskiy,поселок Малиновский,52.962,80.804,1,
Altai Krai,Алтайский край,Settlement,Masalskiy,поселок Масальский,50.958,81.795,2,
Altai Krai,Алтайский край,Settlement,Matochnyy,поселок Маточный,52.423,84.996,1,
Altai Krai,Алтайский край,Settlement,Mirabilit,поселок Мирабилит,52.565,79.023,1,
Altai Krai,Алтайский край,Settlement,Mirnyy,поселок Мирный,52.557,80.164,3,Родинский р-н
Altai Krai,Алтайский край,Settlement,Mirnyy,поселок Мирный,52.572,85.022,3,Зональный р-н
Altai Krai,Алтайский край,Settlement,Mirnyy,поселок Мирный,51.787,81.269,1,Егорьевский р-н
Altai Krai,Алтайский край,Settlement,Mironovka,поселок Мироновка,53.813,85.449,1,
Altai Krai,Алтайский край,Settlement,Mikhaylovka,поселок Михайловка,53.038,79.942,1,Благовещенский р-н
Altai Krai,Алтайский край,Settlement,Mnogoozernyy,поселок Многоозерный,52.737,84.376,2,
Altai Krai,Алтайский край,Settlement,Molodezhnyy,поселок Молодежный,52.999,82.135,1,Ребрихинский р-н
Altai Krai,Алтайский край,Settlement,Novomikhaylovka,поселок Новомихайловка,53.35,83.478,1,
Altai Krai,Алтайский край,Settlement,Novotroitsk,поселок Новотроицк,52.648,80.155,2,
Altai Krai,Алтайский край,Settlement,Novotyumentsevo,поселок Новотюменцево,53.065,80.201,1,
Altai Krai,Алтайский край,Settlement,Novouglovskiy,поселок Новоугловский,51.448,80.286,1,
Altai Krai,Алтайский край,Settlement,Novye Zori,поселок Новые Зори,53.245,83.435,7,
Altai Krai,Алтайский край,Settlement,Novyy Charysh,поселок Новый Чарыш,52.176,83.371,1,
Altai Krai,Алтайский край,Settlement,Ozernyy,поселок Озерный,53.222,83.059,2,
Altai Krai,Алтайский край,Settlement,Oktyabrskiy,поселок Октябрьский,51.281,81.709,3,Змеиногорский р-н
Altai Krai,Алтайский край,Settlement,Oktyabrskiy,поселок Октябрьский,53.321,79.924,1,Суетский р-н
Altai Krai,Алтайский край,Settlement,Oktyabrskiy,поселок Октябрьский,52.567,78.877,1,Кулундинский р-н
Altai Krai,Алтайский край,Settlement,Oktyabrskiy,поселок Октябрьский,52.735,85.009,1,Зональный р-н
Altai Krai,Алтайский край,Settlement,Oktyabrskiy,поселок Октябрьский,53.285,85.329,1,Кытмановский р-н
Altai Krai,Алтайский край,Settlement,Parizhskaya Kommuna,поселок Парижская Коммуна,52.805,84.84,1,
Altai Krai,Алтайский край,Settlement,Pervomayskiy,поселок Первомайский,52.307,82.16,1,Шипуновский р-н
Altai Krai,Алтайский край,Settlement,Pervomayskiy,поселок Первомайский,52.917,81.662,1,Мамонтовский р-н
Altai Krai,Алтайский край,Settlement,Pervomayskiy,поселок Первомайский,50.88,81.923,1,Третьяковский р-н
Altai Krai,Алтайский край,Settlement,Pobedim,поселок Победим,52.663,83.003,1,
Altai Krai,Алтайский край,Settlement,Pospelikhinskiy,поселок Поспелихинский,51.873,81.853,2,
Altai Krai,Алтайский край,Settlement,Pravda,поселок Правда,52.091,80.504,2,Волчихинский р-н
Altai Krai,Алтайский край,Settlement,Priozernyy,поселок Приозерный,52.161,83.495,1,Усть-Калманский р-н
Altai Krai,Алтайский край,Settlement,Priozernyy,поселок Приозерный,51.572,81.201,1,Рубцовский р-н
Altai Krai,Алтайский край,Settlement,Proletarskaya Krepost,поселок Пролетарская Крепость,54.01,84.854,1,
Altai Krai,Алтайский край,Settlement,Prutskoy,поселок Прутской,53.312,83.234,1,
Altai Krai,Алтайский край,Settlement,Radostnyy,поселок Радостный,53.949,81.092,1,
Altai Krai,Алтайский край,Settlement,Razdolnyy,поселок Раздольный,52.3,85.008,1,Смоленский р-н
Altai Krai,Алтайский край,Settlement,Rassvet,поселок Рассвет,52.736,81.439,1,Романовский р-н
Altai Krai,Алтайский край,Settlement,Removskiy,поселок Ремовский,51.127,81.227,3,
Altai Krai,Алтайский край,Settlement,Rogulichnyy,поселок Рогуличный,53.65,83.756,3,
Altai Krai,Алтайский край,Settlement,Sadovyy,поселок Садовый,52.534,83.196,1,Топчихинский р-н
Altai Krai,Алтайский край,Settlement,Sadovyy,поселок Садовый,50.983,81.922,2,Третьяковский р-н
Altai Krai,Алтайский край,Settlement,Samarskiy,поселок Самарский,53.519,81.334,1,
Altai Krai,Алтайский край,Settlement,Svobodnyy,поселок Свободный,53.294,81.611,1,
Altai Krai,Алтайский край,Settlement,Semenovka,поселок Семеновка,50.954,82.47,1,Третьяковский р-н
Altai Krai,Алтайский край,Settlement,Semenovod,поселок Семеновод,52.548,85.419,2,
Altai Krai,Алтайский край,Settlement,Sibirskie Ogni,поселок Сибирские Огни,53.304,83.036,2,
Altai Krai,Алтайский край,Settlement,Sibirskiy,поселок Сибирский,53.579,83.767,2,Первомайский р-н
Altai Krai,Алтайский край,Settlement,Smolenskiy,поселок Смоленский,52.213,84.668,1,
Altai Krai,Алтайский край,Settlement,Sovkhoznyy,поселок Совхозный,52.381,82.83,1,
Altai Krai,Алтайский край,Settlement,Srednesibirskiy,поселок Среднесибирский,53.742,83.645,1,
Altai Krai,Алтайский край,Settlement,Stepnoy,поселок Степной,50.973,81.886,1,Третьяковский р-н
Altai Krai,Алтайский край,Settlement,Talyy,поселок Талый,52.32,86.046,1,
Altai Krai,Алтайский край,Settlement,Tatyanovka,поселок Татьяновка,52.984,80.231,2,
Altai Krai,Алтайский край,Settlement,Telmanskiy,поселок Тельманский,52.798,79.546,1,
Altai Krai,Алтайский край,Settlement,Troitsk,поселок Троицк,52.887,83.554,2,Калманский р-н
Altai Krai,Алтайский край,Settlement,Trud,поселок Труд,52.875,83.214,1,
Altai Krai,Алтайский край,Settlement,Uzhlep,поселок Ужлеп,52.25,86.198,1,
